,Player,Player_ID,Player_NFL_Link,Player_NCAA_Link
5306,Ron Hostetler,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/ron-hostetler-1.html
5307,Bob Glazebrook,GlazBo20,http://www.pro-football-reference.com/players/G/GlazBo20.htm,
5308,Lacy Brumley,,http://www.pro-football-reference.com,
5309,Dennis Thurman,ThurDe20,http://www.pro-football-reference.com/players/T/ThurDe20.htm,http://www.sports-reference.com/cfb/players/dennis-thurman-1.html
5310,Player,,http://www.pro-football-reference.com,
5311,Kevin McLee,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/kevin-mclee-2.html
5312,Richard Crump,,http://www.pro-football-reference.com,
5313,Larry Hardy,HardLa00,http://www.pro-football-reference.com/players/H/HardLa00.htm,http://www.sports-reference.com/cfb/players/larry-hardy-1.html
5314,Willie Brock,BrocWi20,http://www.pro-football-reference.com/players/B/BrocWi20.htm,
5315,Alan Williams,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/alan-williams-2.html
5316,Eason Ramson,RamsEa00,http://www.pro-football-reference.com/players/R/RamsEa00.htm,http://www.sports-reference.com/cfb/players/eason-ramson-1.html
5317,Greg Lawson,,http://www.pro-football-reference.com,
5318,Dan Irons,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/dan-irons-1.html
5319,Mark Slater,SlatMa20,http://www.pro-football-reference.com/players/S/SlatMa20.htm,
5320,Jeff Bergeron,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/jeff-bergeron-1.html
5321,Leo Biedermann,BiedLe20,http://www.pro-football-reference.com/players/B/BiedLe20.htm,
5322,Mark Patterson,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/mark-patterson-1.html
5323,Anthony Clay,,http://www.pro-football-reference.com,
5324,Daria Butler,,http://www.pro-football-reference.com,
5325,Kevin Bell,BellKe21,http://www.pro-football-reference.com/players/B/BellKe21.htm,http://www.sports-reference.com/cfb/players/kevin-bell-1.html
5326,John Schuhmacher,SchuJo20,http://www.pro-football-reference.com/players/S/SchuJo20.htm,
5327,Kim Featsent,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/kim-featsent-1.html
5328,Steve McCabe,,http://www.pro-football-reference.com,
5329,Lew Sibley,,http://www.pro-football-reference.com,
5330,Jeff Morrow,,http://www.pro-football-reference.com,
5331,Brad Carr,,http://www.pro-football-reference.com,
5332,John Gibney,,http://www.pro-football-reference.com,
5333,Bruce Allen,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/bruce-allen-1.html
5334,Gus Coppens,CoppGu20,http://www.pro-football-reference.com/players/C/CoppGu20.htm,
5335,Mike Moore,,http://www.pro-football-reference.com,
5336,Joe Conron,,http://www.pro-football-reference.com,http://www.sports-reference.com/cfb/players/joe-conron-1.html
5337,Bill Kenney,KennBi00,http://www.pro-football-reference.com/players/K/KennBi00.htm,
5338,Lee Washburn,,http://www.pro-football-reference.com,
5339,Tom Cousineau,CousTo20,http://www.pro-football-reference.com/players/C/CousTo20.htm,http://www.sports-reference.com/cfb/players/tom-cousineau-1.html
5340,Mike Bell,BellMi20,http://www.pro-football-reference.com/players/B/BellMi20.htm,http://www.sports-reference.com/cfb/players/mike-bell-4.html
5341,Jack Thompson,ThomJa00,http://www.pro-football-reference.com/players/T/ThomJa00.htm,http://www.sports-reference.com/cfb/players/jack-thompson-1.html
5342,Dan Hampton,HampDa01,http://www.pro-football-reference.com/players/H/HampDa01.htm,
5343,Jerry Butler,ButlJe00,http://www.pro-football-reference.com/players/B/ButlJe00.htm,http://www.sports-reference.com/cfb/players/jerry-butler-2.html
5344,Barry Krauss,KrauBa21,http://www.pro-football-reference.com/players/K/KrauBa21.htm,
5345,Phil Simms,SimmPh00,http://www.pro-football-reference.com/players/S/SimmPh00.htm,
5346,Ottis Anderson,AndeOt00,http://www.pro-football-reference.com/players/A/AndeOt00.htm,http://www.sports-reference.com/cfb/players/ottis-anderson-1.html
5347,Al Harris,HarrAl20,http://www.pro-football-reference.com/players/H/HarrAl20.htm,http://www.sports-reference.com/cfb/players/al-harris-1.html
5348,Keith Dorney,DornKe00,http://www.pro-football-reference.com/players/D/DornKe00.htm,http://www.sports-reference.com/cfb/players/keith-dorney-1.html
5349,Russell Erxleben,erxlerus01,http://www.pro-football-reference.com/players/E/erxlerus01.htm,http://www.sports-reference.com/cfb/players/russell-erxleben-1.html
5350,Charles Alexander,AlexCh00,http://www.pro-football-reference.com/players/A/AlexCh00.htm,http://www.sports-reference.com/cfb/players/charles-alexander-1.html
5351,Kellen Winslow,WinsKe00,http://www.pro-football-reference.com/players/W/WinsKe00.htm,http://www.sports-reference.com/cfb/players/kellen-winslow-2.html
5352,Marty Lyons,LyonMa20,http://www.pro-football-reference.com/players/L/LyonMa20.htm,http://www.sports-reference.com/cfb/players/marty-lyons-1.html
5353,Eddie Lee Ivery,IverEd00,http://www.pro-football-reference.com/players/I/IverEd00.htm,http://www.sports-reference.com/cfb/players/eddie-lee-ivery-1.html
5354,Ted Brown,BrowTe00,http://www.pro-football-reference.com/players/B/BrowTe00.htm,http://www.sports-reference.com/cfb/players/ted-brown-1.html
5355,Don Smith,SmitDo22,http://www.pro-football-reference.com/players/S/SmitDo22.htm,
5356,Manu Tuiasosopo,TuiaMa20,http://www.pro-football-reference.com/players/T/TuiaMa20.htm,
5357,George Andrews,AndrGe20,http://www.pro-football-reference.com/players/A/AndrGe20.htm,
5358,Willis Adams,AdamWi00,http://www.pro-football-reference.com/players/A/AdamWi00.htm,http://www.sports-reference.com/cfb/players/willis-adams-1.html
5359,Jerry Robinson,RobiJe02,http://www.pro-football-reference.com/players/R/RobiJe02.htm,http://www.sports-reference.com/cfb/players/jerry-robinson-1.html
5360,Kelvin Clark,ClarKe20,http://www.pro-football-reference.com/players/C/ClarKe20.htm,http://www.sports-reference.com/cfb/players/kelvin-clark-1.html
5361,Steve Fuller,FullSt00,http://www.pro-football-reference.com/players/F/FullSt00.htm,http://www.sports-reference.com/cfb/players/steve-fuller-1.html
5362,Jon Giesler,GiesJo20,http://www.pro-football-reference.com/players/G/GiesJo20.htm,
5363,Rick Sanford,SanfRi20,http://www.pro-football-reference.com/players/S/SanfRi20.htm,
5364,Kent Hill,HillKe00,http://www.pro-football-reference.com/players/H/HillKe00.htm,
5365,Robert Shaw,ShawRo20,http://www.pro-football-reference.com/players/S/ShawRo20.htm,
5366,Greg Hawthorne,HawtGr00,http://www.pro-football-reference.com/players/H/HawtGr00.htm,http://www.sports-reference.com/cfb/players/greg-hawthorne-1.html
5367,Player,,http://www.pro-football-reference.com,
5368,James Owens,OwenJa00,http://www.pro-football-reference.com/players/O/OwenJa00.htm,http://www.sports-reference.com/cfb/players/james-owens-2.html
5369,Dan Ross,RossDa00,http://www.pro-football-reference.com/players/R/RossDa00.htm,
5370,Mike Stensrud,StenMi20,http://www.pro-football-reference.com/players/S/StenMi20.htm,
5371,Fred Smerlas,SmerFr00,http://www.pro-football-reference.com/players/S/SmerFr00.htm,
5372,Greg Roberts,RobeGr20,http://www.pro-football-reference.com/players/R/RobeGr20.htm,http://www.sports-reference.com/cfb/players/greg-roberts-1.html
5373,Gordon Jones,JoneGo00,http://www.pro-football-reference.com/players/J/JoneGo00.htm,http://www.sports-reference.com/cfb/players/gordon-jones-1.html
5374,Theotis Brown,BrowTh00,http://www.pro-football-reference.com/players/B/BrowTh00.htm,http://www.sports-reference.com/cfb/players/theotis-brown-1.html
5375,Earnest Gray,GrayEa00,http://www.pro-football-reference.com/players/G/GrayEa00.htm,
5376,Ken Fantetti,FantKe20,http://www.pro-football-reference.com/players/F/FantKe20.htm,
5377,Reggie Mathis,MathRe20,http://www.pro-football-reference.com/players/M/MathRe20.htm,http://www.sports-reference.com/cfb/players/reggie-mathis-1.html
5378,Rickey Watts,WattRi01,http://www.pro-football-reference.com/players/W/WattRi01.htm,http://www.sports-reference.com/cfb/players/rickey-watts-1.html
5379,Lawrence Johnson,JohnLa22,http://www.pro-football-reference.com/players/J/JohnLa22.htm,
5380,Mark Gastineau,GastMa00,http://www.pro-football-reference.com/players/G/GastMa00.htm,
5381,Willie Jones,JoneWi21,http://www.pro-football-reference.com/players/J/JoneWi21.htm,
5382,Dave Huffman,HuffDa21,http://www.pro-football-reference.com/players/H/HuffDa21.htm,http://www.sports-reference.com/cfb/players/dave-huffman-1.html
5383,Steve Atkins,AtkiSt00,http://www.pro-football-reference.com/players/A/AtkiSt00.htm,http://www.sports-reference.com/cfb/players/steve-atkins-1.html
5384,Joe Norman,NormJo20,http://www.pro-football-reference.com/players/N/NormJo20.htm,
5385,Calvin Favron,FavrCa20,http://www.pro-football-reference.com/players/F/FavrCa20.htm,
5386,Sam Claphan,ClapSa20,http://www.pro-football-reference.com/players/C/ClapSa20.htm,
5387,Petey Perot,PeroPe20,http://www.pro-football-reference.com/players/P/PeroPe20.htm,
5388,Pat Howell,HowePa20,http://www.pro-football-reference.com/players/H/HowePa20.htm,http://www.sports-reference.com/cfb/players/pat-howell-1.html
5389,Jesse Baker,BakeJe21,http://www.pro-football-reference.com/players/B/BakeJe21.htm,
5390,Jim Haslett,HaslJi20,http://www.pro-football-reference.com/players/H/HaslJi20.htm,
5391,Bob Golic,GoliBo00,http://www.pro-football-reference.com/players/G/GoliBo00.htm,http://www.sports-reference.com/cfb/players/bob-golic-1.html
5392,Jeff Toews,ToewJe20,http://www.pro-football-reference.com/players/T/ToewJe20.htm,
5393,Eddie Hill,HillEd00,http://www.pro-football-reference.com/players/H/HillEd00.htm,http://www.sports-reference.com/cfb/players/eddie-hill-1.html
5394,Aaron Mitchell,MitcAa20,http://www.pro-football-reference.com/players/M/MitcAa20.htm,
5395,Zack Valentine,ValeZa20,http://www.pro-football-reference.com/players/V/ValeZa20.htm,
5396,Player,,http://www.pro-football-reference.com,
5397,Michael Jackson,JackMi20,http://www.pro-football-reference.com/players/J/JackMi20.htm,
5398,Jeff Moore,MoorJe20,http://www.pro-football-reference.com/players/M/MoorJe20.htm,http://www.sports-reference.com/cfb/players/jeff-moore-1.html
